PROJECTION: Ney's (Modified Lambert Conformal Conic)
# This is LCC-2 with preset 2nd standard parallel
# 2nd std parallel is 89:59:58
# American Practical Navigator (Bowditch) 2002 ed.
DATUM: WGE
# ELLIPSOID: WE
# WGS 84 ellipsoid
CENTRAL MERIDIAN: 000.00000000
ORIGIN LATITUDE: 80.00000000
STANDARD PARALLEL ONE: 71.00000000
FALSE EASTING: 0.000
FALSE NORTHING: 0.000
# Summary of origins and offsets
# Lon=0, Lat=80 is x=0, y=0
END OF HEADER
# produced by NGA Coordinate Systems Analysis Team
# Nov. 20, 2006

   -472932.502740,     819141.891081
   -418192.521317,     741385.599087
   -350812.861921,     674285.017790
   -272830.043986,     619868.231612
   -186601.062572,     579779.963067
    -94732.149260,     555231.861761
         0.000000,     546965.882846
     94732.149260,     555231.861761
    186601.062572,     579779.963067
    272830.043986,     619868.231612
    350812.861921,     674285.017790
    418192.521317,     741385.599087
    472932.502740,     819141.891081
  -1421609.385647,     267917.473356
  -1257063.978192,      34186.287933
  -1054524.386086,    -167514.410587
   -820112.276002,    -331088.310706
   -560912.646914,    -451591.465995
   -284759.689237,    -525381.723619
         0.000000,    -550228.806740
    284759.689237,    -525381.723619
    560912.646914,    -451591.465995
    820112.276002,    -331088.310706
   1054524.386086,    -167514.410587
   1257063.978192,      34186.287933
   1421609.385647,     267917.473356
  -2886003.493052,    -582962.108214
  -2729313.091279,    -827483.500576
  -2551960.523530,   -1057458.847175
  -2355288.430998,   -1271147.127971
  -2140785.712642,   -1466930.623569
  -1910076.253528,   -1643327.162101
  -1664906.631267,   -1799001.339957
  -1407132.893611,   -1932774.631406
  -1138706.507311,   -2043634.310588
   -861659.584609,   -2130741.118314
   -578089.499208,   -2193435.615649
   -290143.008175,   -2231243.176169
         0.000000,   -2243877.579105
    290143.008175,   -2231243.176169
    578089.499208,   -2193435.615649
    861659.584609,   -2130741.118314
   1138706.507311,   -2043634.310588
   1407132.893611,   -1932774.631406
   1664906.631267,   -1799001.339957
   1910076.253528,   -1643327.162101
   2140785.712642,   -1466930.623569
   2355288.430998,   -1271147.127971
   2551960.523530,   -1057458.847175
   2729313.091279,    -827483.500576
   2886003.493052,    -582962.108214
  -4451497.567323,   -1492585.368872
  -3936255.132660,   -2224469.818865
  -3302041.184264,   -2856056.932635
  -2568024.549087,   -3368257.278109
  -1756390.544708,   -3745589.833761
   -891670.438243,   -3976649.895422
         0.000000,   -4054453.778251
     11202.359777,   -4054441.590655
     22404.666515,   -4054405.027926
     44808.908729,   -4054258.777877
     89614.423095,   -4053673.791526
    179201.692829,   -4051334.067691
    268734.664068,   -4047435.315687
    447529.221007,   -4034965.924521
    891670.438243,   -3976649.895422
   1329061.296698,   -3879947.170342
   1756390.544708,   -3745589.833761
   2170423.101667,   -3574595.033033
   2568024.549087,   -3368257.278109
   2946184.859601,   -3128138.641493
   3302041.184264,   -2856056.932635
   3632899.525650,   -2554071.936264
   3936255.132660,   -2224469.818865
   4209811.462649,   -1869745.821340
   4451497.567323,   -1492585.368872
  -6190676.693953,   -2503127.544684
  -5474131.467595,   -3520955.801066
  -4592133.117617,   -4399301.024506
  -3571339.641345,   -5111615.631759
  -2442604.055412,   -5636370.239129
  -1240041.877421,   -5957704.378257
         0.000000,   -6065905.871540
    622376.779151,   -6038804.205173
   1240041.877421,   -5957704.378257
   1848319.283537,   -5823220.354096
   2442604.055412,   -5636370.239129
   3018397.181689,   -5398568.575387
   3571339.641345,   -5111615.631759
   4097245.403500,   -4777683.775121
   4592133.117617,   -4399301.024506
   5052256.254166,   -3979331.912834
   5474131.467595,   -3520955.801066
   5854564.966870,   -3027642.808965
   5994478.498897,   -2821363.585625
   6061721.217767,   -2716428.739213
   6127127.222171,   -2610339.343795
   6143189.401882,   -2583640.356139
   6159135.241370,   -2556871.722219
   6174964.438652,   -2530033.948982
   6190676.693953,   -2503127.544684
 -10671310.959099,   -5106579.845822
 -10449021.207220,   -5474262.328255
 -10214068.111775,   -5833984.699840
  -9966736.416349,   -6185311.007019
  -9707325.866362,   -6527815.471565
  -9436150.845797,   -6861083.006587
  -9153539.996197,   -7184709.719586
  -8859835.818378,   -7498303.401936
  -8555394.257346,   -7801484.004209
  -8240584.270919,   -8093884.096760
  -7915787.382587,   -8375149.315029
  -7581397.219129,   -8644938.788992
  -7237819.033580,   -8902925.556274
  -6885469.214086,   -9148796.958396
  -6524774.779290,   -9382255.019693
  -6156172.860808,   -9603016.808438
  -5780110.173471,   -9810814.779724
  -5397042.473939,  -10005397.099717
  -5007434.008364,  -10186527.950846
  -4611756.949763,  -10353987.817605
  -4210490.825780,  -10507573.752580
  -3804121.937543,  -10647099.622408
  -3393142.770304,  -10772396.333353
  -2978051.396590,  -10883312.036236
  -2559350.872578,  -10979712.310461
  -2137548.628438,  -11061480.326923
  -1713155.853363,  -11128516.989597
  -1286686.876056,  -11180741.055628
   -858658.541403,  -11218089.233798
   -429589.584103,  -11240516.261226
         0.000000,  -11247994.958221
    429589.584103,  -11240516.261226
    858658.541403,  -11218089.233798
   1286686.876056,  -11180741.055628
   1713155.853363,  -11128516.989597
   2137548.628438,  -11061480.326923
   2559350.872578,  -10979712.310461
   2978051.396590,  -10883312.036236
   3393142.770304,  -10772396.333353
   3804121.937543,  -10647099.622408
   4210490.825780,  -10507573.752580
   4611756.949763,  -10353987.817605
   5007434.008364,  -10186527.950846
   5397042.473939,  -10005397.099717
   5780110.173471,   -9810814.779724
   6156172.860808,   -9603016.808438
   6524774.779290,   -9382255.019693
   6885469.214086,   -9148796.958396
